input	target	source_rule	freq	edit_count	seed	freq_bucket
retorños	retornos	ocr_confusion	7.76e-07	1	42	2
rocjstar	rockstar	typo	1.02e-06	1	42	3
imaginaeióñ	imaginación	ocr_confusion	2e-05	2	42	4
ividas	vividas	typo	1.2e-06	1	42	3
recórdadas	recordadas	ocr_confusion	5.89e-07	1	42	2
coklaboraron	colaboraron	typo	1.95e-06	1	42	3
menuedro	menudero	typo	0.0	2	42	1
atormeñtada	atormentada	ocr_confusion	5.62e-07	1	42	2
estableciera	estableciera	identity	6.31e-07	0	42	2
bgufandas	bufandas	typo	6.17e-07	1	42	2
cconiforme	coniforme	typo	0.0	1	42	0
svcede	sucede	historical	4.47e-05	1	42	4
viiajador	viajador	typo	0.0	1	42	1
veliedoso	veleidoso	typo	0.0	2	42	0
desenrollra	desenrollar	typo	0.0	2	42	0
orgáno	organo	ocr_confusion	8.91e-07	1	42	2
carcaiadas	carcajadas	historical	2.57e-06	1	42	3
variar	variar	identity	8.32e-06	0	42	4
métódico	metódico	ocr_confusion	0.0	1	42	2
mutable	mutable	identity	0.0	0	42	0
guerras	guerras	identity	2.24e-05	0	42	4
caomodo	acomodo	typo	1.29e-06	2	42	3
usáron	usaron	ocr_confusion	8.91e-06	1	42	4
prólongáda	prolongada	ocr_confusion	4.27e-06	2	42	4
nevtrones	neutrones	historical	8.71e-07	1	42	2
jujúy	jujuy	ocr_confusion	6.46e-06	1	42	4
aporréamiento	aporreamiento	ocr_confusion	0.0	1	42	1
coscrorón	coscorrón	typo	0.0	2	42	0
álbergadura	albergadura	ocr_confusion	0.0	1	42	0
isntitutos	institutos	typo	7.59e-06	2	42	4
arrcgladas	arregladas	ocr_confusion	6.61e-07	1	42	2
nomas	noma	typo	0.0	1	42	2
tenio	tenido	typo	0.000155	1	42	4
abblandativo	ablandativo	typo	0.0	1	42	0
güipuzcoano	guipuzcoano	ocr_confusion	0.0	1	42	0
sanamentc	sanamente	ocr_confusion	0.0	1	42	2
nivel	nivel	identity	0.000245	0	42	4
montserrat	montserrat	identity	2.09e-06	0	42	3
derrrama	derrama	typo	1.7e-06	1	42	3
provecfar	provechar	historical	0.0	1	42	0
consecueñtémente	consecuentemente	ocr_confusion	3.09e-06	2	42	4
reñidoo	reñido	typo	7.08e-07	1	42	2
paralélós	paralelos	ocr_confusion	4.27e-06	2	42	4
islandia	islandia	identity	4.68e-06	0	42	4
caausó	causó	typo	1.41e-05	1	42	4
chiílido	chillido	ocr_confusion	0.0	1	42	1
deubt	debut	typo	9.33e-06	2	42	4
biomaswa	biomasa	typo	1.32e-06	1	42	3
qverés	querés	historical	1.12e-05	1	42	4
désabrirás	desabrirás	ocr_confusion	0.0	1	42	1
gulado	guiado	ocr_confusion	2.95e-06	1	42	4
creénclas	creencias	ocr_confusion	1.74e-05	2	42	4
modificcó	modificó	typo	2.34e-06	1	42	3
espeçulaciones	especulaciones	historical	3.24e-06	1	42	4
controversia	controversia	identity	1e-05	0	42	4
moolestó	molestó	typo	3.24e-06	1	42	4
taqüé	taqué	ocr_confusion	0.0	1	42	0
incroporando	incorporando	typo	2.57e-06	2	42	3
peyoet	peyote	typo	0.0	2	42	1
taponcs	tapones	ocr_confusion	2e-06	1	42	3
quczada	quezada	ocr_confusion	6.76e-07	1	42	2
esacamudo	escamudo	typo	0.0	1	42	0
roqueta	roqueta	identity	0.0	0	42	0
ahúmar	ahumar	ocr_confusion	0.0	1	42	1
potáfico	potásico	ocr_confusion	0.0	1	42	0
posóñ	posón	ocr_confusion	0.0	1	42	0
protubefante	protuberante	typo	0.0	1	42	0
hubiéseoms	hubiésemos	typo	1.7e-06	2	42	3
cimborrio	cimborrio	identity	0.0	0	42	1
quitado	quitado	identity	7.08e-06	0	42	4
pobremehte	pobremente	typo	7.94e-07	1	42	2
eliz	feliz	typo	0.000132	1	42	4
ciclar	ciclar	identity	0.0	0	42	0
sucedjeron	sucedieron	historical	3.55e-06	1	42	4
cóceix	cóccix	ocr_confusion	0.0	1	42	1
desbaratár	desbaratar	ocr_confusion	7.24e-07	1	42	2
merczncías	mercancías	typo	8.51e-06	1	42	4
coñgregar	congregar	ocr_confusion	0.0	1	42	1
goriya	gorilla	historical	5.89e-07	2	42	2
paalncana	palancana	typo	0.0	2	42	0
solyese	soliese	historical	0.0	1	42	2
prsstadores	prestadores	typo	8.32e-07	1	42	2
chacinero	chacinero	identity	0.0	0	42	1
dcclarádas	declaradas	ocr_confusion	2e-06	2	42	3
trocatjnta	trocatinta	historical	0.0	1	42	0
acaudiyar	acaudillar	historical	0.0	2	42	0
rcmitente	remitente	ocr_confusion	1.55e-06	1	42	3
adrió	ardió	typo	6.03e-07	2	42	2
aeróbcio	aeróbico	typo	0.0	2	42	1
incomposibilidazd	incomposibilidad	typo	0.0	1	42	0
pioazüroba	picazuroba	ocr_confusion	0.0	2	42	1
eehadles	echadles	ocr_confusion	0.0	1	42	0
derechoss	derechos	typo	0.000204	1	42	4
reitar	rejitar	typo	0.0	1	42	2
enjarelar	enjaretar	ocr_confusion	0.0	1	42	1
desabrirs	desabrirás	typo	0.0	1	42	1
pertenrzcan	pertenezcan	typo	1.12e-06	1	42	3
rotacones	rotaciones	typo	8.71e-07	1	42	2
grañate	granate	ocr_confusion	1.02e-06	1	42	3
vicétiple	vicetiple	ocr_confusion	0.0	1	42	2
acnodicionado	acondicionado	typo	7.24e-06	2	42	4
flácidi	flácido	typo	0.0	1	42	0
héro	hero	ocr_confusion	2.14e-06	1	42	3
moquitear	moquitear	identity	0.0	0	42	0
resopalr	resoplar	typo	0.0	2	42	0
almjdón	almidón	historical	1.38e-06	1	42	3
étiquefár	etiquetar	ocr_confusion	1.66e-06	3	42	3
cñir	ceñir	typo	0.0	1	42	0
armar	armar	identity	9.12e-06	0	42	4
cortadaq	cortada	typo	4.57e-06	1	42	4
oontemplan	contemplan	ocr_confusion	1.7e-06	1	42	3
deslindaqr	deslindar	typo	0.0	1	42	0
estopa	estopa	identity	6.76e-07	0	42	2
ensiar	enfiar	ocr_confusion	0.0	1	42	1
taror	tarro	typo	1.78e-06	2	42	3
alebrástarse	alebrastarse	ocr_confusion	0.0	1	42	2
moejar	motejar	typo	0.0	1	42	2
fúbditos	súbditos	ocr_confusion	2.63e-06	1	42	3
alegacioncs	alegaciones	ocr_confusion	2.45e-06	1	42	3
melopeya	melopeya	identity	0.0	0	42	2
poniéndóse	poniéndose	ocr_confusion	2.34e-06	1	42	3
brítánicos	británicos	ocr_confusion	9.77e-06	1	42	4
subfamiilia	subfamilia	typo	0.0	1	42	2
noticiaar	noticiar	typo	0.0	1	42	1
acrjsolador	acrisolador	historical	0.0	1	42	2
altañero	altanero	ocr_confusion	0.0	1	42	1
coordynadora	coordinadora	historical	6.46e-06	1	42	4
tarasa	tarasa	identity	0.0	0	42	0
medianno	mediano	typo	8.13e-06	1	42	4
eüskera	euskera	ocr_confusion	1.95e-06	1	42	3
rayo	rallo	historical	0.0	2	42	0
aentado	aventado	typo	0.0	1	42	0
haciéndóles	haciéndoles	ocr_confusion	1.1e-06	1	42	3
sublevamiento	sublevamiento	identity	0.0	0	42	1
kaya	kayak	typo	9.33e-07	1	42	2
tepm	temp	typo	7.59e-07	2	42	2
pelví	pelvi	ocr_confusion	0.0	1	42	1
jnterpretativamente	interpretativamente	historical	0.0	1	42	0
enuuelve	envuelve	historical	2.69e-06	1	42	3
labyos	labios	historical	2.69e-05	1	42	4
oríhice	orífice	historical	0.0	1	42	2
rateero	ratero	typo	7.24e-07	1	42	2
mezqüinos	mezquinos	ocr_confusion	6.92e-07	1	42	2
jaropear	jaropear	identity	0.0	0	42	0
infraestructura	infraestructura	identity	3.09e-05	0	42	4
csdric	cedric	typo	8.51e-07	1	42	2
digesfión	digestión	ocr_confusion	1.91e-06	1	42	3
aladrado	taladrado	typo	0.0	1	42	0
encañdelar	encandelar	ocr_confusion	0.0	1	42	1
lechhar	lechar	typo	0.0	1	42	0
plúmbagiña	plumbagina	ocr_confusion	0.0	2	42	0
ascntamienlo	asentamiento	ocr_confusion	4.68e-06	2	42	4
pentápolilano	pentapolitano	ocr_confusion	0.0	2	42	1
çante	cante	historical	5.89e-06	1	42	4
arteví	atreví	typo	7.41e-07	2	42	2
áctivada	activada	ocr_confusion	1.41e-06	1	42	3
emplasamiento	emplazamiento	historical	3.31e-06	1	42	4
oeurrido	ocurrido	ocr_confusion	3.16e-05	1	42	4
preprocesamyento	preprocesamiento	historical	0.0	1	42	1
intervenlor	interventor	ocr_confusion	1.23e-06	1	42	3
harley	harley	identity	2.29e-06	0	42	3
reecaer	recaer	typo	1.17e-06	1	42	3
escriitorio	escritorio	typo	1.38e-05	1	42	4
mélodía	melodía	ocr_confusion	6.03e-06	1	42	4
conjté	conté	typo	4.9e-06	1	42	4
deeoró	decoro	ocr_confusion	1.32e-06	2	42	3
símilar	similar	ocr_confusion	6.92e-05	1	42	4
fremolína	tremolina	ocr_confusion	0.0	2	42	1
recorftado	recortado	typo	1.23e-06	1	42	3
ócültárló	ocultarlo	ocr_confusion	1.12e-06	4	42	3
immplementarse	implementarse	typo	5.62e-07	1	42	2
tdezna	trezna	typo	0.0	1	42	0
inmigrántes	inmigrantes	ocr_confusion	2.57e-05	1	42	4
mamparfa	mampara	typo	0.0	1	42	1
svrfactante	surfactante	historical	0.0	1	42	0
dgiame	digame	typo	6.76e-07	2	42	2
guárdlola	guardiola	ocr_confusion	1.95e-06	2	42	3
borneroo	bornero	typo	0.0	1	42	0
despachurrar	despanchurrar	typo	0.0	1	42	0
fregóñ	fregón	ocr_confusion	0.0	1	42	2
oito	cito	ocr_confusion	3.31e-06	1	42	4
narratório	narratorio	ocr_confusion	0.0	1	42	0
embancar	embancar	identity	0.0	0	42	2
navíos	navíos	identity	2.09e-06	0	42	3
álfaguara	alfaguara	ocr_confusion	5.5e-07	1	42	2
márreró	marrero	ocr_confusion	6.46e-07	2	42	2
padécido	padecido	ocr_confusion	1.1e-06	1	42	3
antycuar	anticuar	historical	0.0	1	42	1
amercsndearse	amercendearse	typo	0.0	1	42	2
narigueto	narigueto	identity	0.0	0	42	1
vfff	ufff	historical	2.45e-06	1	42	3
contemmplativo	contemplativo	typo	0.0	1	42	1
ençerrado	encerrado	historical	7.24e-06	1	42	4
grucsó	grueso	ocr_confusion	9.12e-06	2	42	4
articulares	articulares	identity	5.62e-07	0	42	2
iluftradora	ilustradora	ocr_confusion	5.62e-07	1	42	2
giorgío	giorgio	ocr_confusion	1.55e-06	1	42	3
chaparreras	chaparreras	identity	0.0	0	42	0
lotüs	lotus	ocr_confusion	1.07e-06	1	42	3
ocrneja	corneja	typo	0.0	2	42	0
marrafquíno	marrasquino	ocr_confusion	0.0	2	42	2
yntegración	integración	historical	2.51e-05	1	42	4
herétioo	herético	ocr_confusion	0.0	1	42	1
sobbresaltos	sobresaltos	typo	6.03e-07	1	42	2
rchenchidó	rehenchido	ocr_confusion	0.0	2	42	0
peúgeol	peugeot	ocr_confusion	2.04e-06	2	42	3
asasia	afasia	ocr_confusion	0.0	1	42	0
corolfilora	coroliflora	typo	0.0	2	42	1
gocativo	vocativo	typo	0.0	1	42	1
difuñdieroñ	difundieron	ocr_confusion	9.33e-07	2	42	2
aleatoriamenté	aleatoriamente	ocr_confusion	9.12e-07	1	42	2
alboeaya	alboraya	typo	0.0	1	42	1
inmdeiatos	inmediatos	typo	3.89e-06	2	42	4
délimitada	delimitada	ocr_confusion	5.75e-07	1	42	2
damyán	damián	historical	2.45e-06	1	42	3
neóg	negó	typo	1.55e-05	2	42	4
ottalmoscopía	oftalmoscopía	ocr_confusion	0.0	1	42	1
pandeo	pandeo	identity	0.0	0	42	0
wagnerianó	wagneriano	ocr_confusion	0.0	1	42	0
adsçripción	adscripción	historical	6.31e-07	1	42	2
vínculó	vinculo	ocr_confusion	8.32e-07	2	42	2
prcsiento	presiento	ocr_confusion	1.62e-06	1	42	3
facfudo	fachudo	historical	0.0	1	42	1
icterieiado	ictericiado	ocr_confusion	0.0	1	42	0
abarquillamicnto	abarquillamiento	ocr_confusion	0.0	1	42	1
iacear	lacear	ocr_confusion	0.0	1	42	0
cjrcularon	circularon	historical	6.92e-07	1	42	2
gaóln	galón	typo	1.05e-06	2	42	3
desdieses	desdieses	identity	0.0	0	42	1
sismos	sismos	identity	1.82e-06	0	42	3
mood	mood	identity	6.03e-07	0	42	2
accéda	acceda	ocr_confusion	1.17e-06	1	42	3
irregular	irregular	identity	7.94e-06	0	42	4
gomosidaad	gomosidad	typo	0.0	1	42	1
canente	candente	typo	1.2e-06	1	42	3
apúnte	apunte	ocr_confusion	2.63e-06	1	42	3
microsporofilaa	microsporofila	typo	0.0	1	42	0
afombras	alfombras	typo	3.47e-06	1	42	4
reciaamente	reciamente	typo	0.0	1	42	1
termalsmo	termalismo	typo	0.0	1	42	1
germanjo	germanio	historical	0.0	1	42	1
tanganillo	tanganillo	identity	0.0	0	42	1
duedro	duero	typo	2.45e-06	1	42	3
alegrs	alegras	typo	7.08e-07	1	42	2
regañada	regañada	identity	0.0	0	42	2
mllfon	milton	ocr_confusion	3.98e-06	2	42	4
cimilol	cimillo	typo	0.0	2	42	1
mesozoiço	mesozoico	historical	0.0	1	42	0
mufual	mutual	ocr_confusion	1.29e-06	1	42	3
acemllero	acemilero	ocr_confusion	0.0	1	42	0
estatuílla	estatuilla	ocr_confusion	7.08e-07	1	42	2
compleméntár	complementar	ocr_confusion	2.82e-06	2	42	3
caedura	caedura	identity	0.0	0	42	0
drásfico	drástico	ocr_confusion	1.32e-06	1	42	3
pisra	pisar	typo	4.57e-06	2	42	4
eyecctar	eyectar	typo	0.0	1	42	1
angelina	angelina	identity	2.95e-06	0	42	4
portman	portman	identity	5.62e-07	0	42	2
fecaral	secaral	ocr_confusion	0.0	1	42	2
tenaaz	tenaza	typo	0.0	2	42	0
respetadaqs	respetadas	typo	9.12e-07	1	42	2
sragata	fragata	ocr_confusion	2.75e-06	1	42	3
cretsa	cresta	typo	4.37e-06	2	42	4
rmeiso	remiso	typo	0.0	2	42	0
iiquidar	liquidar	ocr_confusion	2.51e-06	1	42	3
campechaon	campechano	typo	0.0	2	42	1
ejecutan	ejecutan	identity	2.4e-06	0	42	3
edetano	edetano	identity	0.0	0	42	1
escarbaorejas	escarbaorejas	identity	0.0	0	42	0
deftréza	destreza	ocr_confusion	3.98e-06	2	42	4
átenme	átenme	identity	0.0	0	42	2
jümera	jumera	ocr_confusion	0.0	1	42	0
apasionádo	apasionado	ocr_confusion	5.01e-06	1	42	4
aqucsto	aquesto	ocr_confusion	0.0	1	42	0
novla	novela	typo	5.13e-05	1	42	4
kémp	kemp	ocr_confusion	5.5e-07	1	42	2
eñsenar	ensenar	ocr_confusion	0.0	1	42	1
rcvejeoer	revejecer	ocr_confusion	0.0	2	42	1
moideable	moldeable	ocr_confusion	0.0	1	42	2
bárrial	barrial	ocr_confusion	7.41e-07	1	42	2
almípedo	palmípedo	typo	0.0	1	42	0
résfriadura	resfriadura	ocr_confusion	0.0	1	42	0
espadilla	espadilla	identity	0.0	0	42	1
préfirieron	prefirieron	ocr_confusion	1.48e-06	1	42	3
nacydo	nacido	historical	3.39e-05	1	42	4
rvbios	rubios	historical	1.55e-06	1	42	3
súbitga	súbita	typo	1.66e-06	1	42	3
acaeceñ	acaecen	ocr_confusion	0.0	1	42	1
ñicenó	niceno	ocr_confusion	0.0	2	42	1
trocadsamente	trocadamente	typo	0.0	1	42	2
déctararlo	declararlo	ocr_confusion	6.17e-07	2	42	2
biografísa	biografías	typo	2.75e-06	2	42	3
resdcoldo	rescoldo	typo	0.0	1	42	1
decorfador	decorador	typo	0.0	1	42	0
mosteñse	mostense	ocr_confusion	0.0	1	42	1
ympropiamente	impropiamente	historical	0.0	1	42	1
herméticó	hermético	ocr_confusion	9.55e-07	1	42	2
isionario	visionario	typo	1.74e-06	1	42	3
mediferranéó	mediterraneo	ocr_confusion	5.89e-07	3	42	2
amuermadámenle	amuermadamente	ocr_confusion	0.0	2	42	1
remakc	remake	ocr_confusion	2.14e-06	1	42	3
retazl	retazo	typo	0.0	1	42	0
desfauorablemente	desfavorablemente	historical	0.0	1	42	2
cantonalusta	cantonalista	typo	0.0	1	42	1
acotó	azotó	historical	8.13e-07	1	42	2
eliajr	elijar	typo	0.0	2	42	2
rufezsno	rufezno	typo	0.0	1	42	1
sobro	sobrio	typo	2.34e-06	1	42	3
dianche	dianche	identity	0.0	0	42	2
orieñfa	orienta	ocr_confusion	1.74e-06	2	42	3
aceptaron	aceptaron	identity	4.68e-06	0	42	4
cchepa	chepa	typo	0.0	1	42	0
caulivar	cautivar	ocr_confusion	0.0	1	42	0
altitocuencia	altilocuencia	ocr_confusion	0.0	1	42	2
teñdidos	tendidos	ocr_confusion	6.03e-07	1	42	2
desplegarom	desplegaron	typo	7.24e-07	1	42	2
puejtear	puentear	typo	0.0	1	42	1
arrancado	arrancado	identity	2.04e-06	0	42	3
verediçto	veredicto	historical	4.57e-06	1	42	4
entren	entren	identity	7.76e-06	0	42	4
leonerdo	leonero	typo	0.0	1	42	0
ofbia	fobia	typo	1.95e-06	2	42	3
mennor	menor	typo	0.000115	1	42	4
sprign	spring	typo	2.63e-06	2	42	3
esçarpidor	escarpidor	historical	0.0	1	42	1
olisguear	olisquear	historical	0.0	1	42	1
esearlador	escarlador	ocr_confusion	0.0	1	42	0
pcrdérte	perderte	ocr_confusion	3.39e-06	2	42	4
óftalmoscopiá	oftalmoscopia	ocr_confusion	0.0	2	42	0
bduces	bruces	typo	0.0	1	42	2
oarenar	carenar	ocr_confusion	0.0	1	42	1
comprcnde	comprende	ocr_confusion	1.86e-05	1	42	4
daquirir	adquirir	typo	1.82e-05	2	42	4
jodydo	jodido	historical	1.55e-05	1	42	4
garañticc	garantice	ocr_confusion	2.82e-06	2	42	4
huecsa	huecas	typo	9.77e-07	2	42	3
bisas	visas	historical	2.57e-06	1	42	3
ereaclonés	creaciones	ocr_confusion	4.57e-06	3	42	4
droguele	droguete	ocr_confusion	0.0	1	42	0
venenosdiad	venenosidad	typo	0.0	2	42	1
tuegos	fuegos	ocr_confusion	8.51e-06	1	42	4
rcpróducidá	reproducida	ocr_confusion	1.12e-06	3	42	3
fengas	tengas	ocr_confusion	5.5e-05	1	42	4
hipismo	hipismo	identity	0.0	0	42	0
échador	echador	ocr_confusion	0.0	1	42	1
arregladó	arreglado	ocr_confusion	5.13e-06	1	42	4
tamaña	tamaña	identity	7.41e-07	0	42	2
lotlforme	lotiforme	ocr_confusion	0.0	1	42	1
daormir	adormir	typo	0.0	2	42	1
mazaroya	mazarota	typo	0.0	1	42	1
oonsíguieron	consiguieron	ocr_confusion	7.94e-06	2	42	4
dudarló	dudarlo	ocr_confusion	2.34e-06	1	42	3
cablar	fablar	typo	0.0	1	42	0
casita	casita	identity	4.79e-06	0	42	4
fofo	fofo	identity	0.0	0	42	1
acrillar	arcillar	typo	0.0	2	42	1
bonánciblé	bonancible	ocr_confusion	0.0	2	42	0
prosodsia	prosodia	typo	0.0	1	42	2
tafnaario	tafanario	typo	0.0	2	42	0
detectgar	detectar	typo	9.12e-06	1	42	4
vertidof	vertidos	ocr_confusion	1.02e-06	1	42	3
reuer	rever	historical	0.0	1	42	1
abandonbes	abandones	typo	1.17e-06	1	42	3
cngalgar	engalgar	ocr_confusion	0.0	1	42	0
balsaminácea	balsaminácea	identity	0.0	0	42	1
diecichavo	dieciochavo	typo	0.0	1	42	2
epxortar	exportar	typo	4.47e-06	2	42	4
guardaçabras	guardacabras	historical	0.0	1	42	1
esñoras	señoras	typo	1e-05	2	42	4
bípedo	bípedo	identity	0.0	0	42	0
texida	tejida	historical	5.5e-07	1	42	2
seareh	search	ocr_confusion	2.24e-06	1	42	3
inmolazdor	inmolador	typo	0.0	1	42	1
vanguardismó	vanguardismo	ocr_confusion	0.0	1	42	1
dcvovér	devover	ocr_confusion	0.0	2	42	1
practicaba	practicaba	identity	1.35e-06	0	42	3
sonsacamientoo	sonsacamiento	typo	0.0	1	42	2
amuermadámenle	amuermadamente	ocr_confusion	0.0	2	42	0
exccntrioidad	excentricidad	ocr_confusion	0.0	2	42	1
gaoel	gacel	ocr_confusion	0.0	1	42	1
presvpuestal	presupuestal	historical	9.55e-07	1	42	2
impactam	impactan	typo	6.92e-07	1	42	2
uktimador	ultimador	typo	0.0	1	42	1
ropcosa	rocosa	typo	6.46e-07	1	42	2
fudnió	fundió	typo	5.89e-07	2	42	2
indepeñdencia	independencia	ocr_confusion	7.41e-05	1	42	4
adsoribible	adscribible	ocr_confusion	0.0	1	42	1
oreopeza	oropeza	typo	5.75e-07	1	42	2
voluntariado	voluntariado	identity	3.16e-06	0	42	4
chusa	chufa	ocr_confusion	0.0	1	42	0
juiciar	ajuiciar	typo	0.0	1	42	1
dduques	duques	typo	1.62e-06	1	42	3
carráspada	carraspada	ocr_confusion	0.0	1	42	1
fávorabie	favorable	ocr_confusion	1.17e-05	2	42	4
mynh	minh	historical	1.02e-06	1	42	3
corvillo	corvillo	identity	0.0	0	42	0
cacvtus	cactus	typo	2.34e-06	1	42	3
ciclaar	ciclar	typo	0.0	1	42	0
gústaría	gustaría	ocr_confusion	8.91e-05	1	42	4
averiguamiento	averiguamiento	identity	0.0	0	42	0
brucador	bruzador	historical	0.0	1	42	0
piçagrega	picagrega	historical	0.0	1	42	1
zidane	zidane	identity	1.29e-06	0	42	3
tórpedcamicnlo	torpedeamiento	ocr_confusion	0.0	4	42	0
apredido	aprendido	typo	2e-05	1	42	4
slmiá	simia	ocr_confusion	0.0	2	42	0
otrro	otro	typo	0.000741	1	42	4
eñjürar	enjurar	ocr_confusion	0.0	2	42	0
sabiendo	sabiendo	identity	2.04e-05	0	42	4
abreviiaduría	abreviaduría	typo	0.0	1	42	0
hélena	helena	ocr_confusion	4.57e-06	1	42	4
nóvecienlas	novecientas	ocr_confusion	0.0	2	42	2
devsarar	desvarar	typo	0.0	2	42	1
omisaría	comisaría	typo	8.71e-06	1	42	4
people	people	identity	5.89e-06	0	42	4
limpiarla	limpiarla	identity	6.17e-07	0	42	2
jipismo	jipismo	identity	0.0	0	42	1
plegarias	plegarias	identity	2.09e-06	0	42	3
florynda	florinda	historical	5.62e-07	1	42	2
esçandalosa	escandalosa	historical	1.62e-06	1	42	3
revoeadura	revocadura	ocr_confusion	0.0	1	42	0
epónimo	epónimo	identity	0.0	0	42	1
tinles	tintes	ocr_confusion	2.4e-06	1	42	3
clisqr	clisar	typo	0.0	1	42	1
water	waters	typo	1.74e-06	1	42	3
descarñar	descarnar	ocr_confusion	0.0	1	42	1
sañtáfesino	santafesino	ocr_confusion	5.62e-07	2	42	2
complexidád	complexidad	ocr_confusion	0.0	1	42	1
leoñid	leonid	ocr_confusion	8.13e-07	1	42	2
bulletiñ	bulletin	ocr_confusion	8.51e-07	1	42	2
tubnuloso	tubuloso	typo	0.0	1	42	0
compenettrar	compenetrar	typo	0.0	1	42	1
hemipléjicxo	hemipléjico	typo	0.0	1	42	0
gauchos	gauchos	identity	1.1e-06	0	42	3
roxana	roxana	identity	1.32e-06	0	42	3
percatares	percatarse	typo	8.13e-07	2	42	2
gayeta	galleta	historical	2.45e-06	2	42	3
asntia	antia	typo	0.0	1	42	1
lévéntc	levente	ocr_confusion	0.0	3	42	1
sncubierto	encubierto	typo	2.14e-06	1	42	3
beniigno	benigno	typo	2.04e-06	1	42	3
feseta	tesela	ocr_confusion	0.0	2	42	1
eñtado	entado	ocr_confusion	0.0	1	42	1
aliciano	galiciano	typo	0.0	1	42	0
conr	cont	typo	1.38e-06	1	42	3
disgvstoso	disgustoso	historical	0.0	1	42	1
radivmterapia	radiumterapia	historical	0.0	1	42	1
ruiosos	ruidosos	typo	1.23e-06	1	42	3
serenafa	serenata	ocr_confusion	1.17e-06	1	42	3
olcár	olear	ocr_confusion	0.0	2	42	1
farros	tarros	ocr_confusion	6.61e-07	1	42	2
árrutar	arrufar	ocr_confusion	0.0	2	42	1
perinqúina	perinquina	ocr_confusion	0.0	1	42	0
jglesia	iglesia	historical	0.000132	1	42	4
bañañdo	bañando	ocr_confusion	6.03e-07	1	42	2
anoorada	ancorada	ocr_confusion	0.0	1	42	1
oreláns	orleáns	typo	5.89e-07	2	42	2
pisarroso	pizarroso	historical	0.0	1	42	2
tripartit	tripartito	typo	9.12e-07	1	42	2
constrúyamos	construyamos	ocr_confusion	6.17e-07	1	42	2
ergonómicamejte	ergonómicamente	typo	0.0	1	42	1
especuota	especiota	typo	0.0	1	42	1
enclkítico	enclítico	typo	0.0	1	42	0
selenosif	selenosis	ocr_confusion	0.0	1	42	0
caertado	acertado	typo	5.01e-06	2	42	4
reduso	recluso	ocr_confusion	8.71e-07	2	42	2
übíquitario	ubiquitario	ocr_confusion	0.0	2	42	1
distrohia	distrofia	historical	0.0	1	42	0
amtt	matt	typo	9.33e-06	2	42	4
despuntar	despuntar	identity	0.0	0	42	0
imponderabblemente	imponderablemente	typo	0.0	1	42	0
ftexó	flexo	ocr_confusion	0.0	2	42	0
expediir	expedir	typo	9.33e-07	1	42	2
anunciados	anunciados	identity	1.7e-06	0	42	3
entrcvenar	entrevenar	ocr_confusion	0.0	1	42	1
ganancioswo	ganancioso	typo	0.0	1	42	1
lalar	talar	ocr_confusion	8.71e-07	1	42	2
riél	riel	ocr_confusion	8.91e-07	1	42	2
prsentado	presentado	typo	3.72e-05	1	42	4
atrebo	atrevo	historical	4.37e-06	1	42	4
arrebatarsé	arrebatarse	ocr_confusion	0.0	1	42	2
cetálica	cefálica	ocr_confusion	0.0	1	42	2
baranfay	barangay	typo	0.0	1	42	2
tirajira	tiramira	typo	0.0	1	42	0
peosías	poesías	typo	2.34e-06	2	42	3
negundó	negundo	ocr_confusion	0.0	1	42	0
ortodooxo	ortodoxo	typo	2.45e-06	1	42	3
crecer	crecer	identity	3.02e-05	0	42	4
mákes	makes	ocr_confusion	5.62e-07	1	42	2
lmpregnar	impregnar	ocr_confusion	0.0	1	42	0
invitadno	invitando	typo	2.4e-06	2	42	3
plantígrado	plantígrado	identity	0.0	0	42	2
terminaor	terminator	typo	1.35e-06	1	42	3
gvstave	gustave	historical	6.03e-07	1	42	2
reforcando	reforzando	historical	1.35e-06	1	42	3
harrjs	harris	historical	5.5e-06	1	42	4
romanizar	romanizar	identity	0.0	0	42	0
cruzarsé	cruzarse	ocr_confusion	1.05e-06	1	42	3
desmcdldo	desmedido	ocr_confusion	9.33e-07	2	42	2
cace	cade	typo	6.46e-07	1	42	2
soomeramente	someramente	typo	0.0	1	42	2
laormina	taormina	ocr_confusion	0.0	1	42	0
çentrifugador	centrifugador	historical	0.0	1	42	1
teaer	teaser	typo	1e-06	1	42	3
