input	target	source_rule	freq	edit_count	seed
imprúdente	imprudente	ocr_confusion	2.19e-06	1	42
molledoo	molledo	typo	0.0	1	42
listóñ	listón	ocr_confusion	1.26e-06	1	42
deswemballestar	desemballestar	typo	0.0	1	42
calzones	calzones	identity	2.88e-06	0	42
promcdlós	promedios	ocr_confusion	2.29e-06	3	42
instiñtivameñté	instintivamente	ocr_confusion	7.41e-07	3	42
coñcérníera	concerniera	ocr_confusion	0.0	3	42
generáles	generales	ocr_confusion	6.31e-05	1	42
conmutációñ	conmutación	ocr_confusion	7.94e-07	2	42
represalyas	represalias	historical	3.47e-06	1	42
ayusfar	ayustar	typo	0.0	1	42
feldmnan	feldman	typo	7.24e-07	1	42
géftionar	gestionar	ocr_confusion	6.46e-06	2	42
ardien	adrien	typo	6.17e-07	2	42
bloqve	bloque	historical	1.91e-05	1	42
descuajar	descuajar	identity	0.0	0	42
tíjensé	fíjense	ocr_confusion	9.12e-07	2	42
ekla	ella	typo	0.000562	1	42
bideñ	biden	ocr_confusion	1.2e-06	1	42
encoméndáda	encomendada	ocr_confusion	7.59e-07	2	42
ençepador	encepador	historical	0.0	1	42
guérrear	guerrear	ocr_confusion	0.0	1	42
prodúcidos	producidos	ocr_confusion	6.76e-06	1	42
arrjesgo	arriesgo	historical	1.07e-06	1	42
faciéndolo	haciéndolo	historical	6.61e-06	1	42
azaroyo	azarollo	historical	0.0	2	42
tramytes	tramites	historical	8.32e-07	1	42
farrapo	harrapo	historical	0.0	1	42
perenñizar	perennizar	ocr_confusion	0.0	1	42
metanosis	melanosis	ocr_confusion	0.0	1	42
iñtrüsismo	intrusismo	ocr_confusion	0.0	2	42
sorprenderrse	sorprenderse	typo	9.12e-07	1	42
suslenfado	sustentado	ocr_confusion	8.71e-07	2	42
idsuria	disuria	typo	0.0	2	42
entrevaqr	entrevar	typo	0.0	1	42
mrdialunas	medialunas	typo	5.5e-07	1	42
morsse	morse	typo	1.45e-06	1	42
petáre	petare	ocr_confusion	6.61e-07	1	42
frozen	frozen	identity	1.23e-06	0	42
dorsalmcnte	dorsalmente	ocr_confusion	0.0	1	42
xeenciones	exenciones	typo	1.26e-06	2	42
estárnoslaas	estárnoslas	typo	0.0	1	42
piflo	pisto	ocr_confusion	0.0	2	42
amio	amlo	ocr_confusion	7.24e-06	1	42
hceme	haceme	typo	8.32e-07	1	42
valentíñ	valentín	ocr_confusion	1e-05	1	42
distrubios	disturbios	typo	5.75e-06	2	42
etiguetada	etiquetada	historical	7.41e-07	1	42
desacredytador	desacreditador	historical	0.0	1	42
sotobosqve	sotobosque	historical	0.0	1	42
apostaría	apostaría	identity	8.32e-07	0	42
sistemátieas	sistemáticas	ocr_confusion	9.33e-07	1	42
mettempsicosis	metempsicosis	typo	0.0	1	42
defergente	detergente	ocr_confusion	1.38e-06	1	42
cavsarle	causarle	historical	8.13e-07	1	42
ítcm	ítem	ocr_confusion	1.2e-06	1	42
transejuales	transexuales	historical	2.29e-06	1	42
avalançha	avalancha	historical	2.51e-06	1	42
verticalmente	verticalmente	identity	1.07e-06	0	42
fatalifta	fatalista	ocr_confusion	0.0	1	42
iates	yates	historical	1.86e-06	1	42
tallado	tallado	identity	1.48e-06	0	42
góberñar	gobernar	ocr_confusion	1.32e-05	2	42
ímporobo	ímprobo	typo	0.0	1	42
impétrár	impetrar	ocr_confusion	0.0	2	42
fstigar	fustigar	typo	0.0	1	42
dároosla	dárosla	typo	0.0	1	42
usicr	usier	ocr_confusion	0.0	1	42
harfas	hartas	ocr_confusion	7.94e-07	1	42
régomen	régimen	typo	8.51e-05	1	42
entrégüerras	entreguerras	ocr_confusion	0.0	2	42
cargába	cargaba	ocr_confusion	1.29e-06	1	42
ázoteas	azoteas	ocr_confusion	7.08e-07	1	42
échacanfos	echacantos	ocr_confusion	0.0	2	42
gabmeto	gambeto	typo	0.0	2	42
aufomovilístieo	automovilístico	ocr_confusion	1.62e-06	2	42
njnfo	ninfo	historical	0.0	1	42
boing	boing	identity	5.62e-07	0	42
prioñ	prion	ocr_confusion	0.0	1	42
selenosif	selenosis	ocr_confusion	0.0	1	42
indiferencia	indiferencia	identity	8.13e-06	0	42
basear	bascar	ocr_confusion	0.0	1	42
intoducción	introducción	typo	2.88e-05	1	42
difcos	discos	ocr_confusion	1.78e-05	1	42
ñides	pides	typo	6.46e-06	1	42
ohampion	champion	ocr_confusion	9.12e-07	1	42
pénder	pender	ocr_confusion	0.0	1	42
subarendatario	subarrendatario	typo	0.0	1	42
çondonar	condonar	historical	0.0	1	42
formadorcs	formadores	ocr_confusion	9.12e-07	1	42
coloríasmos	coloríamos	typo	0.0	1	42
énjuloiar	enjuiciar	ocr_confusion	1.07e-06	3	42
raamal	ramal	typo	1.78e-06	1	42
lñimbo	limbo	typo	3.39e-06	1	42
plvmado	plumado	historical	0.0	1	42
revelañ	revelan	ocr_confusion	7.24e-06	1	42
mansuwfacto	mansuefacto	typo	0.0	1	42
qhedaban	quedaban	typo	7.41e-06	1	42
arroyador	arrollador	historical	0.0	2	42
resyden	residen	historical	3.24e-06	1	42
pulgfas	pulgas	typo	1.86e-06	1	42
desmereoer	desmerecer	ocr_confusion	0.0	1	42
trastorfnos	trastornos	typo	7.94e-06	1	42
pattentado	patentado	typo	7.76e-07	1	42
galerá	galera	ocr_confusion	1.51e-06	1	42
televidente	televidente	identity	0.0	0	42
dervjche	derviche	historical	0.0	1	42
vnedí	vendí	typo	1.41e-06	2	42
coloríése	coloriese	ocr_confusion	0.0	2	42
enmvdecer	enmudecer	historical	0.0	1	42
preoçupado	preocupado	historical	1.55e-05	1	42
retirarse	retirarse	identity	9.12e-06	0	42
vergpnzosas	vergonzosas	typo	6.17e-07	1	42
austrailana	australiana	typo	3.89e-06	2	42
hairy	fairy	historical	5.89e-07	1	42
apvor	pavor	typo	1.05e-06	2	42
désprevenido	desprevenido	ocr_confusion	8.13e-07	1	42
libg	ling	typo	2.09e-06	1	42
hosforescer	fosforescer	historical	0.0	1	42
arfabia	arabia	typo	9.33e-06	1	42
zahnodar	zahondar	typo	0.0	2	42
tréohel	trechel	ocr_confusion	0.0	2	42
obíicuar	oblicuar	ocr_confusion	0.0	1	42
torerá	torera	ocr_confusion	0.0	1	42
mochar	amochar	typo	0.0	1	42
perjudicado	perjudicado	identity	2.24e-06	0	42
crcció	creció	ocr_confusion	1.26e-05	1	42
süperventas	superventas	ocr_confusion	0.0	1	42
similltudlnario	similitudinario	ocr_confusion	0.0	2	42
perseguidpr	perseguidor	typo	6.17e-07	1	42
aprehendydo	aprehendido	historical	6.03e-07	1	42
consfituidor	constituidor	ocr_confusion	0.0	1	42
tens	lens	ocr_confusion	5.89e-07	1	42
decodifficar	decodificar	typo	0.0	1	42
tropetía	tropelía	ocr_confusion	0.0	1	42
añaoardiácea	anacardiácea	ocr_confusion	0.0	2	42
sosiás	sosias	ocr_confusion	0.0	1	42
invesyigar	investigar	typo	2.4e-05	1	42
inusualmente	inusualmente	identity	8.91e-07	0	42
nauhragios	naufragios	historical	6.76e-07	1	42
hutano	hulano	ocr_confusion	0.0	1	42
yegarán	llegarán	historical	5.25e-06	2	42
preexistrncia	preexistencia	typo	0.0	1	42
najerino	najerino	identity	0.0	0	42
atüminato	aluminato	ocr_confusion	0.0	2	42
estudié	estudié	identity	3.31e-06	0	42
febress	febres	typo	6.92e-07	1	42
ánieblar	anieblar	ocr_confusion	0.0	1	42
svdafricanos	sudafricanos	historical	6.03e-07	1	42
phllíp	philip	ocr_confusion	5.25e-06	2	42
higienízar	higienizar	ocr_confusion	0.0	1	42
lebantará	levantará	historical	1.29e-06	1	42
suavísimamenfc	suavísimamente	ocr_confusion	0.0	2	42
pérrezno	perrezno	ocr_confusion	0.0	1	42
cángro	cangro	ocr_confusion	0.0	1	42
semlbrcve	semibreve	ocr_confusion	0.0	2	42
estupeñdas	estupendas	ocr_confusion	9.12e-07	1	42
dosétera	doselera	ocr_confusion	0.0	2	42
zarcillitos	zarcillitos	identity	0.0	0	42
sisha	aisha	typo	5.5e-07	1	42
despellejar	despellejar	identity	0.0	0	42
lolte	lotte	ocr_confusion	6.03e-07	1	42
eoincidía	coincidía	ocr_confusion	9.33e-07	1	42
ménu	menu	ocr_confusion	1.26e-06	1	42
nvtre	nutre	historical	1.74e-06	1	42
yeerro	yerro	typo	0.0	1	42
jalapeñi	jalapeño	typo	0.0	1	42
llcvára	llevara	ocr_confusion	6.17e-06	2	42
rdndirle	rendirle	typo	1e-06	1	42
présümido	presumido	ocr_confusion	6.17e-07	2	42
saucceda	sauceda	typo	0.0	1	42
tradjcionalismo	tradicionalismo	historical	0.0	1	42
juégalcs	juégales	ocr_confusion	0.0	1	42
rendóñ	rendón	ocr_confusion	1e-06	1	42
prionodonté	prionodonte	ocr_confusion	0.0	1	42
viotimar	victimar	ocr_confusion	0.0	1	42
imprúdente	imprudente	ocr_confusion	2.19e-06	1	42
renuuencia	renuencia	typo	0.0	1	42
eñvergonzar	envergonzar	ocr_confusion	0.0	1	42
acabaroñ	acabaron	ocr_confusion	7.76e-06	1	42
normalizado	normalizado	identity	8.91e-07	0	42
inclemencia	inclemencias	typo	6.76e-07	1	42
güipuzcoano	guipuzcoano	ocr_confusion	0.0	1	42
émpátieamente	empáticamente	ocr_confusion	0.0	2	42
urbanizaciones	urbanizaciones	identity	1.02e-06	0	42
salaçenco	salacenco	historical	0.0	1	42
escudos	escudos	identity	7.24e-06	0	42
glacíál	glacial	ocr_confusion	8.71e-07	2	42
laqnzazo	lanzazo	typo	0.0	1	42
peonto	pronto	typo	0.000132	1	42
psicoterappia	psicoterapia	typo	1.12e-06	1	42
principaintes	principiantes	typo	2.14e-06	2	42
empczado	empezado	ocr_confusion	1.78e-05	1	42
estuudiador	estudiador	typo	0.0	1	42
desviámiento	desviamiento	ocr_confusion	0.0	1	42
inamismo	dinamismo	typo	2.57e-06	1	42
peteguia	petequia	historical	0.0	1	42
djsecador	disecador	historical	0.0	1	42
torréón	torreón	ocr_confusion	3.16e-06	1	42
baxara	bajara	historical	1.23e-06	1	42
desjara	dejara	typo	8.13e-06	1	42
henchida	henchida	identity	0.0	0	42
valcríense	valeriense	ocr_confusion	0.0	2	42
ditraídos	distraídos	typo	6.17e-07	1	42
iñterinar	interinar	ocr_confusion	0.0	1	42
olvjdarnos	olvidarnos	historical	1.78e-06	1	42
respyramos	respiramos	historical	7.76e-07	1	42
ceñir	ceñir	identity	0.0	0	42
ñublar	nublar	ocr_confusion	0.0	1	42
jaulas	jaulas	identity	1.95e-06	0	42
barirnos	abrirnos	typo	7.76e-07	2	42
desfilar	deshilar	historical	0.0	1	42
presydencialismo	presidencialismo	historical	0.0	1	42
verrugúetár	verruguetar	ocr_confusion	0.0	2	42
findef	findes	ocr_confusion	1.15e-06	1	42
almotacén	almotacén	identity	0.0	0	42
resllicncia	resiliencia	ocr_confusion	1.26e-06	2	42
marqves	marques	historical	2.51e-06	1	42
polerá	polera	ocr_confusion	5.62e-07	1	42
freparrisoos	treparriscos	ocr_confusion	0.0	2	42
erios	ebrios	typo	1.23e-06	1	42
semitistá	semitista	ocr_confusion	0.0	1	42
fisoaiización	fiscalización	ocr_confusion	3.39e-06	2	42
srakozy	sarkozy	typo	8.32e-07	2	42
prudéncialmente	prudencialmente	ocr_confusion	0.0	1	42
defoabalamiento	descabalamiento	ocr_confusion	0.0	2	42
malcs	males	ocr_confusion	7.41e-06	1	42
emjsiones	emisiones	historical	1.1e-05	1	42
campaniaa	campania	typo	0.0	1	42
námorar	namorar	ocr_confusion	0.0	1	42
altamiar	altamira	typo	2.88e-06	2	42
llamada	llamada	identity	0.000102	0	42
fricacióñ	fricación	ocr_confusion	0.0	1	42
meccdero	mecedero	ocr_confusion	0.0	1	42
agrura	agrura	identity	0.0	0	42
puçhes	puches	historical	0.0	1	42
aittor	aitor	typo	8.32e-07	1	42
eruoe	cruce	ocr_confusion	1.26e-05	2	42
esçalonamiento	escalonamiento	historical	0.0	1	42
adornadorf	adornador	typo	0.0	1	42
búlgaroos	búlgaros	typo	1.38e-06	1	42
ocurriern	ocurrieron	typo	4.57e-06	1	42
mlnutos	minutos	ocr_confusion	0.000174	1	42
tiador	fiador	ocr_confusion	0.0	1	42
eslorbador	estorbador	ocr_confusion	0.0	1	42
desañdaréls	desandaréis	ocr_confusion	0.0	2	42
duurará	durará	typo	4.79e-06	1	42
neollberates	neoliberales	ocr_confusion	1.82e-06	2	42
sinalizando	finalizando	ocr_confusion	1.38e-06	1	42
pijcarón	picarón	typo	0.0	1	42
entoniar	entoñar	historical	0.0	2	42
suplcñles	suplentes	ocr_confusion	2.82e-06	3	42
inhluido	influido	historical	3.24e-06	1	42
emblanqucar	emblanquear	ocr_confusion	0.0	1	42
efraimíta	efraimita	ocr_confusion	0.0	1	42
veanda	veranda	typo	0.0	1	42
soa	soja	typo	5.75e-06	1	42
alcrlár	alertar	ocr_confusion	1.41e-06	3	42
lrole	trole	ocr_confusion	0.0	1	42
preocuparnoa	preocuparnos	typo	2.09e-06	1	42
epifoneema	epifonema	typo	0.0	1	42
lobreguecerr	lobreguecer	typo	0.0	1	42
horadada	horadada	identity	0.0	0	42
fiohó	fichó	ocr_confusion	5.89e-07	1	42
nejo	nexo	historical	2.24e-06	1	42
capacitáción	capacitación	ocr_confusion	1.7e-05	1	42
deftullccer	destullecer	ocr_confusion	0.0	2	42
swirimiri	sirimiri	typo	0.0	1	42
demoñología	demonología	ocr_confusion	0.0	1	42
quebrantable	quebrantable	identity	0.0	0	42
maltrátar	maltratar	ocr_confusion	1.05e-06	1	42
enfradles	entradles	ocr_confusion	0.0	1	42
farma	harma	historical	0.0	1	42
gárfió	garfio	ocr_confusion	0.0	2	42
glutinlsidad	glutinosidad	typo	0.0	1	42
aboliéremos	aboliéremos	identity	0.0	0	42
esoava	eslava	typo	8.51e-07	1	42
tremehundo	tremebundo	typo	0.0	1	42
vicisitudes	vicisitudes	identity	9.55e-07	0	42
parpadéante	parpadeante	ocr_confusion	0.0	1	42
xboxd	xbox	typo	7.24e-06	1	42
desémperezar	desemperezar	ocr_confusion	0.0	1	42
crrompido	corrompido	typo	1.29e-06	1	42
sedanre	sedante	typo	5.75e-07	1	42
caés	casé	typo	1.05e-06	2	42
cortesísimamenté	cortesísimamente	ocr_confusion	0.0	1	42
entrecrvzar	entrecruzar	historical	0.0	1	42
zaragocí	zaragocí	identity	0.0	0	42
hyperboloide	hiperboloide	historical	0.0	1	42
harcovrt	harcourt	historical	5.5e-07	1	42
respetaron	respetaron	identity	5.89e-07	0	42
plstes	postes	typo	2.95e-06	1	42
ddlicadamente	delicadamente	typo	7.59e-07	1	42
faroléar	farolear	ocr_confusion	0.0	1	42
engeridoor	engeridor	typo	0.0	1	42
prodvcción	producción	historical	0.000141	1	42
oonformar	conformar	ocr_confusion	3.63e-06	1	42
preparátivo	preparativo	ocr_confusion	0.0	1	42
hachéro	hachero	ocr_confusion	0.0	1	42
szlso	salso	typo	0.0	1	42
hibueró	hibuero	ocr_confusion	0.0	1	42
almanaqúero	almanaquero	ocr_confusion	0.0	1	42
artesanod	artesanos	typo	5.5e-06	1	42
jjez	juez	typo	6.76e-05	1	42
vvainica	vainica	typo	0.0	1	42
utilizdas	utilizadas	typo	1.02e-05	1	42
eñcarna	encarna	ocr_confusion	2.14e-06	1	42
alqvilación	alquilación	historical	0.0	1	42
aqüella	aquella	ocr_confusion	4.79e-05	1	42
referidó	referido	ocr_confusion	7.94e-06	1	42
dúbitación	dubitación	ocr_confusion	0.0	1	42
querráá	querrá	typo	3.09e-06	1	42
pliador	piador	typo	0.0	1	42
açogen	acogen	historical	9.12e-07	1	42
asegúrár	asegurar	ocr_confusion	3.39e-05	2	42
rosan	rozan	historical	6.31e-07	1	42
quilaráñ	quitarán	ocr_confusion	6.03e-07	2	42
leçhos	lechos	historical	6.17e-07	1	42
maiadero	majadero	historical	0.0	1	42
caslamente	castamente	ocr_confusion	0.0	1	42
esattura	estatura	typo	5.37e-06	2	42
gastrovascvlar	gastrovascular	historical	0.0	1	42
heminela	feminela	historical	0.0	1	42
dcsatrailiar	desatraillar	ocr_confusion	0.0	2	42
sugerencyas	sugerencias	historical	1.1e-05	1	42
seiss	seis	typo	0.000145	1	42
círounnavegar	circunnavegar	ocr_confusion	0.0	2	42
dráculas	drácula	typo	2.14e-06	1	42
dao	dado	typo	0.00017	1	42
bóvédas	bóvedas	ocr_confusion	1.55e-06	1	42
ohic	chic	ocr_confusion	2.34e-06	1	42
matanz	matanza	typo	8.91e-06	1	42
rribunal	tribunal	typo	7.24e-05	1	42
interinaménte	interinamente	ocr_confusion	0.0	1	42
acibvarar	acibarar	typo	0.0	1	42
romanticism	romanticismo	typo	3.8e-06	1	42
rifqr	rifar	typo	0.0	1	42
descarrllamiento	descarrilamiento	ocr_confusion	0.0	1	42
devoñiano	devoniano	ocr_confusion	0.0	1	42
tundenet	tundente	typo	0.0	2	42
adormjdera	adormidera	historical	0.0	1	42
gol	gola	typo	0.0	1	42
octogesimoquinto	octogesimoquinto	identity	0.0	0	42
capónar	caponar	ocr_confusion	0.0	1	42
dirigieron	dirigieron	identity	3.55e-06	0	42
categórícamcnte	categóricamente	ocr_confusion	1.26e-06	2	42
distráídamenfe	distraídamente	ocr_confusion	0.0	2	42
repárátivo	reparativo	ocr_confusion	0.0	2	42
serrucoh	serrucho	typo	0.0	2	42
álfaguara	alfaguara	ocr_confusion	5.5e-07	1	42
tuoy	tuyo	typo	4.68e-05	2	42
lorcido	torcido	ocr_confusion	1.35e-06	1	42
ineilativo	incitativo	ocr_confusion	0.0	2	42
esçullador	escullador	historical	0.0	1	42
secvlarización	secularización	historical	0.0	1	42
inavgurar	inaugurar	historical	1.95e-06	1	42
frejre	freire	historical	1.66e-06	1	42
vigolcro	vigolero	ocr_confusion	0.0	1	42
destiñado	destinado	ocr_confusion	1.74e-05	1	42
ñtroglicerina	nitroglicerina	historical	0.0	2	42
chburrero	churrero	typo	0.0	1	42
boibnadora	bobinadora	typo	0.0	2	42
çensores	censores	historical	1.2e-06	1	42
barrisfera	barisfera	typo	0.0	1	42
eslarlas	estarlas	ocr_confusion	0.0	1	42
apórreadura	aporreadura	ocr_confusion	0.0	1	42
aguuantan	aguantan	typo	1.78e-06	1	42
mollana	moyana	historical	0.0	2	42
panegirisla	panegirista	ocr_confusion	0.0	1	42
descarburar	descarburar	identity	0.0	0	42
monotremá	monotrema	ocr_confusion	0.0	1	42
pantanós	pantanos	ocr_confusion	2.24e-06	1	42
ppostulantes	postulantes	typo	1.26e-06	1	42
áfelpar	afelpar	ocr_confusion	0.0	1	42
fácylmente	fácilmente	historical	3.63e-05	1	42
avingarar	avinagrar	typo	0.0	2	42
cúítivo	cultivo	ocr_confusion	2.09e-05	2	42
eescoger	escoger	typo	1.35e-05	1	42
uñdular	undular	ocr_confusion	0.0	1	42
mivo	migo	typo	9.12e-07	1	42
jijas	jijas	identity	0.0	0	42
qujna	quina	historical	0.0	1	42
procedentcs	procedentes	ocr_confusion	1.29e-05	1	42
páolo	paolo	ocr_confusion	3.09e-06	1	42
improfnaable	improfanable	typo	0.0	2	42
montañso	montañoso	typo	1.07e-06	1	42
rmbo	rambo	typo	1.05e-06	1	42
docúmenlos	documentos	ocr_confusion	6.31e-05	2	42
progfreso	progreso	typo	3.09e-05	1	42
comisíonado	comisionado	ocr_confusion	9.12e-06	1	42
aeogió	acogió	ocr_confusion	2.75e-06	1	42
mantienen	mantienen	identity	2e-05	0	42
inmádura	inmadura	ocr_confusion	7.94e-07	1	42
famborear	tamborear	ocr_confusion	0.0	1	42
trompcro	trompero	ocr_confusion	0.0	1	42
contrrapuntear	contrapuntear	typo	0.0	1	42
mlentas	mientas	ocr_confusion	3.55e-06	1	42
rotaatorio	rotatorio	typo	0.0	1	42
deparativo	separativo	typo	0.0	1	42
eslarlas	estarlas	ocr_confusion	0.0	1	42
small	small	identity	2.24e-06	0	42
acidioso	acidioso	identity	0.0	0	42
emplazadó	emplazado	ocr_confusion	8.91e-07	1	42
infraetor	infractor	ocr_confusion	1.05e-06	1	42
parlamcnt	parlament	ocr_confusion	1.23e-06	1	42
soñrojear	sonrojear	ocr_confusion	0.0	1	42
ddiamond	diamond	typo	1.7e-06	1	42
encrespar	encrespar	identity	0.0	0	42
vivificár	vivificar	ocr_confusion	0.0	1	42
enjertár	enjertar	ocr_confusion	0.0	1	42
declaraciones	declaraciones	identity	3.31e-05	0	42
lbizzard	blizzard	typo	7.59e-07	2	42
aoerino	acerino	ocr_confusion	0.0	1	42
ñúmero	número	ocr_confusion	0.000288	1	42
tvmbado	tumbado	historical	1.45e-06	1	42
ilegates	ilegales	ocr_confusion	1.38e-05	1	42
diocroísmo	dicroísmo	typo	0.0	1	42
pregvntará	preguntará	historical	9.55e-07	1	42
orgúllecer	orgullecer	ocr_confusion	0.0	1	42
sometert	someter	typo	4.47e-06	1	42
pelaticio	prelaticio	typo	0.0	1	42
adctor	aductor	typo	0.0	1	42
barjo	bario	historical	0.0	1	42
indugitado	indubitado	typo	0.0	1	42
aartadizo	apartadizo	typo	0.0	1	42
hvghes	hughes	historical	2.88e-06	1	42
aventuréramenfe	aventureramente	ocr_confusion	0.0	2	42
cíeero	cícero	ocr_confusion	0.0	1	42
aütos	autos	ocr_confusion	3.72e-05	1	42
chriipear	chiripear	typo	0.0	2	42
pcrimefral	perimetral	ocr_confusion	7.76e-07	2	42
cfacotear	chacotear	historical	0.0	1	42
hyogloso	hiogloso	historical	0.0	1	42
paness	panes	typo	3.24e-06	1	42
newslctter	newsletter	ocr_confusion	7.24e-07	1	42
bólándisfa	bolandista	ocr_confusion	0.0	3	42
descrao	descaro	typo	2.51e-06	2	42
instilueioñalcs	institucionales	ocr_confusion	6.46e-06	4	42
unicos	unicos	identity	1.74e-06	0	42
corrhptela	corruptela	typo	0.0	1	42
peoina	pecina	ocr_confusion	0.0	1	42
holotipo	holotipo	identity	0.0	0	42
referyrse	referirse	historical	1.23e-05	1	42
romanaato	romanato	typo	0.0	1	42
gráfycos	gráficos	historical	1.1e-05	1	42
posfuló	postuló	ocr_confusion	1.07e-06	1	42
sulá	sula	ocr_confusion	1.26e-06	1	42
iñslagram	instagram	ocr_confusion	2.19e-05	2	42
populissmo	populismo	typo	3.55e-06	1	42
predicáblé	predicable	ocr_confusion	0.0	2	42
dcsliñar	desliñar	ocr_confusion	0.0	1	42
condecoracioncs	condecoraciones	ocr_confusion	1e-06	1	42
tiburtino	tiburtino	identity	0.0	0	42
átemperar	atemperar	ocr_confusion	0.0	1	42
xoomla	joomla	historical	6.61e-07	1	42
exfeñdidos	extendidos	ocr_confusion	1.55e-06	2	42
orqüeslada	orquestada	ocr_confusion	7.08e-07	2	42
compravena	compraventa	typo	2.19e-06	1	42
coproduotor	coproductor	ocr_confusion	0.0	1	42
caútivo	cautivo	ocr_confusion	2e-06	1	42
doanción	donación	typo	1.07e-05	2	42
desfilándo	desfilando	ocr_confusion	6.46e-07	1	42
cdueadores	educadores	ocr_confusion	3.8e-06	2	42
yslotes	islotes	historical	7.24e-07	1	42
ácudí	acudí	ocr_confusion	5.62e-07	1	42
circvle	circule	historical	8.51e-07	1	42
pvblica	publica	historical	3.63e-05	1	42
considérándó	considerando	ocr_confusion	2.75e-05	3	42
flamenquilla	flamenquilla	identity	0.0	0	42
reeolégir	recolegir	ocr_confusion	0.0	2	42
isócróno	isócrono	ocr_confusion	0.0	1	42
aversqr	aversar	typo	0.0	1	42
algaracee	algaracee	identity	0.0	0	42
estriota	estricta	ocr_confusion	6.31e-06	1	42
sardynal	sardinal	historical	0.0	1	42
refignaoión	resignación	ocr_confusion	1.95e-06	2	42
ganchos	ganchos	identity	1.55e-06	0	42
adeudár	adeudar	ocr_confusion	0.0	1	42
calamitoso	calamitoso	identity	0.0	0	42
decamar	declamar	typo	0.0	1	42
corresponsable	corresponsable	identity	0.0	0	42
erce	ercer	typo	0.0	1	42
achúchar	achuchar	ocr_confusion	0.0	1	42
nubia	nubia	identity	5.62e-07	0	42
dcsapasionadamente	desapasionadamente	ocr_confusion	0.0	1	42
besan	besan	identity	1.2e-06	0	42
tundie	tundir	typo	0.0	1	42
ccomprenderá	comprenderá	typo	1.32e-06	1	42
ohrecerle	ofrecerle	historical	4.27e-06	1	42
descmperézar	desemperezar	ocr_confusion	0.0	2	42
invcrtido	invertido	ocr_confusion	7.41e-06	1	42
utiliçamos	utilizamos	historical	3.16e-06	1	42
ohofer	chofer	ocr_confusion	7.76e-06	1	42
